web-scraper-order,web-scraper-start-url,category,category-href,merk,merk-href,gambar-src,nama,harga,lokasi
1519716016-417,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/asus/?&from=onesearch_category_9110,,ASUS X441NA-BX4001T/02T/03T/04T/05T - N3350 - RAM 4GB - HDD 500GB - DVD -14" - WINDOWS 10,Rp3.664.800,DKI Jakarta
1519715997-233,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/toshiba/?&from=onesearch_category_9110,,Toshiba C55 - B1188 - Dual Core 2.1GHz Ram 4GB - White - 15.6" -,Rp4.165.000,
1519716000-278,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/dell/?&from=onesearch_category_9110,,Dell Inspiron 14-3458 - Intel Core i3-5005 - 4GB RAM - VGA - Linux,Rp5.999.000,DKI Jakarta
1519716016-425,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/asus/?&from=onesearch_category_9110,,Asus X555BA LAPTOP GAMING | AMD A9 9420 | 4GB RAM | 500GB HDD | WINDOWS 10 ORI | 15.6 | DVDRW | Black,Rp4.504.900,Jawa Timur
1519715960-22,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/dell/?&from=onesearch_category_9112,,DELL INSPIRON 13.3 (5378) Core i7,Rp16.200.000,DKI Jakarta
1519716016-421,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/asus/?&from=onesearch_category_9110,,Asus X441UV-WX094T - Intel Core i3-6006U - RAM 4GB - 500GB - Nvidia GT920MX - 14' - Windows 10 - White,Rp5.699.000,DKI Jakarta
1519715993-209,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/xiaomi/?&from=onesearch_category_9110,,Xiaomi Mi Notebook Air 12.5″ inch FHD Gold,Rp7.888.000,
1519715986-175,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,Asus Rog Strix gl553vd - i7 7700hq/ 16gb/ 128gb Ssd + 1tb/ gtx1050 4gb/ Dos/ 15.6"Fhd,Rp16.499.000,
1519715976-95,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,LENOVO THINKPAD X1 CARBON I7-6600U RAM 8GB SSD 256GB Wind 7 14" FHD,Rp33.699.000,DKI Jakarta
1519715976-118,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,LENOVO IdeaPad Z50-75 - RAM 4GB - AMD QuadCore FX-7500 - AMD R5-2GB - 15.6"LED - Hitam,Rp9.000.000,DKI Jakarta
1519715960-15,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/dell/?&from=onesearch_category_9112,,"Dell Inspiron 7577 [Ci7-7700HQ, 16GB, 1TB + 256SSD, GTX 1060 6GB, Windows 10] Hitam",Rp20.999.000,DKI Jakarta
1519716004-293,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/acer/?&from=onesearch_category_9110,https://id-live-03.slatic.net/p/2/acer-aspire-z476-core-i3-6006u-14-inch-4gb-1tb-dvd-hitam-1509803243-16495245-f5d081f03bbd88dc4238b94b13a2493f-catalog_233.jpg,Acer Aspire Z476  Core i3-6006U -14 Inch - 4GB - 1TB - DVD - Hitam,Rp5.348.000,DKI Jakarta
1519715980-139,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/acer/?&from=onesearch_category_9112,,ACER ASPIRE V15 V5-591G-725T - Intel Core I7 6700HQ - 8GB RAM - 1000GB HDD - Geforce GTX950M 4GB - 15.6Inch - WIN10 - BLACK,Rp11.199.000,DKI Jakarta
1519716004-301,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/acer/?&from=onesearch_category_9110,,Acer Aspire E5 475G-30HG - Core i3 6006U - RAM 4GB DDR4 - HDD 500GB - Nvidia GT940MX (2GB DDR5) - 14",Rp5.929.000,Jawa Timur
1519715993-204,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/xiaomi/?&from=onesearch_category_9110,https://id-live-02.slatic.net/p/2/xiaomi-mi-notebook-air-125-inch-windows-10-china-version-1504777499-01544693-0d22d23ecbf6b3e466edfcb3d00292b5-catalog_233.jpg,Xiaomi Mi Notebook Air 12.5 Inch Windows 10 China Version,Rp15.700.000,DKI Jakarta
1519716000-272,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/dell/?&from=onesearch_category_9110,,Notebook / Laptop Dell Inspiron 14(3467) - Intel i3-6006u - RAM 4GB,Rp5.550.000,Jawa Timur
1519715971-68,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/hp/?&from=onesearch_category_9112,,OMEN by HP - 15-ce086tx,Rp18.999.000,DKI Jakarta
1519716016-418,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/asus/?&from=onesearch_category_9110,,Asus E203NAH-FD011T - Intel Celeron N3350 - RAM 2GB - 500GB - 11.6' - Windows 10 - Star Grey,Rp3.079.000,DKI Jakarta
1519716011-406,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/hp/?&from=onesearch_category_9110,,HP 14-BS 011 TU (i3) Intel Core I3-6006 4GB 500GB DVDRW 14" INTEL DOS,Rp5.950.000,Jawa Timur
1519716004-317,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/acer/?&from=onesearch_category_9110,,Promoo Acer Z-476-31TB Laptop Core i3-6006 / 4GB / 1TB /HDMI / 14" / DVDRW Murah,Rp5.537.900,Jawa Timur
1519715986-187,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,ASUS VIVOBOOK A442UR - I7 7500U - RAM 8GB - GT930MX 2GB - 14" - DOS - GOLD,Rp9.550.000,
1519715986-193,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,ASUS ROG GL552VX-DM409T - CORE i7-7700HQ - RAM 4GB DDR4 - NVIDIA GTX 950M (4GB DDR5) - Laptop gaming - Windows 10 - Black - Promo,Rp12.850.000,Jawa Timur
1519715976-88,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,Lenovo Legion Y520-66ID Gaming Laptop [15.6 Inch/ i5-7300HQ/ 6GB/ 1TB/ GTX1050 4GB/ W10] -Garansi resmi lenovo Berlaku Nasional,Rp10.999.900,Banten
1519716004-300,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/acer/?&from=onesearch_category_9110,,ACER Aspire E5-475G-341S GR With NVIDIA Geforce 940MX 2Gb DDR5 I3-6006U Layar 14.0 HD Acer CineCrystal,Rp5.624.500,Jawa Timur
1519715971-48,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/hp/?&from=onesearch_category_9112,,HP OMEN 15-ce085tx - IntelCore i7-7300HQ - RAM 8GB - HDD 1TB  - VGA GTX1050M-4GB - Screen 15.6" FHD - Win10 - Black,Rp14.515.000,Jawa Barat
1519715976-93,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,LENOVO IdeaPad 310-15 - RAM 8GB - QuadCore A12-9700P - AMD R8 M435X-2GB - 15.6" FHD - Black,Rp7.299.000,DKI Jakarta
1519715980-147,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/acer/?&from=onesearch_category_9112,,ACER PREDATOR TRITON 700 - i7 7700HQ - 32GB - 512GB - GTX1080 - W10 - 15.6"IPS FHD,Rp54.455.000,Jawa Barat
1519716004-307,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/acer/?&from=onesearch_category_9110,,ACER E5 475G-341S CORE I3-6006U with NVIDIA Geforce 940MX DEDICATED 2GB,Rp5.624.000,Jawa Timur
1519715960-21,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/dell/?&from=onesearch_category_9112,,"Dell Inspiron 7577 15.6"" UHD [Ci7-7700HQ, 16GB, 1TB + 128SSD, GTX 6GB, Windows 10] Hitam",Rp22.499.000,DKI Jakarta
1519715997-221,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/toshiba/?&from=onesearch_category_9110,,Toshiba Satelite C55 C1968 - Core i5 6200 2.3 GHz - 4GB - 1TB - 15.6" - Windows 10 Home - Hitam,Rp7.180.000,
1519715986-180,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,Asus ROG STRIX GL553VD-FY280T With Intel Core i7-7700HQ Nvidia GTX1050 4GB GDDR5 8GB RAM DDR4 1TB HDD + Windows 10 + Free Asus Wireless RT-N12+ + Asus Rog Special Backpack Garansi Resmi 2 Tahun,Rp14.769.000,Jawa Barat
1519715976-90,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,Lenovo IP320,Rp4.975.000,DKI Jakarta
1519716011-396,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/hp/?&from=onesearch_category_9110,,HP 14-BS015TU - Intel Core i3-6006U - RAM 4GB - 500GB - 14' - Windows 10 - Silver,Rp5.499.000,DKI Jakarta
1519716016-426,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/asus/?&from=onesearch_category_9110,,ASUS A46CB Intel I5-3317UM RAM 4GB VGA NVidia GT740 2GB,Rp3.800.000,Jawa Tengah
1519716011-378,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/hp/?&from=onesearch_category_9110,,HP 14-AM505TU - Intel Core i3-6006 - 4GB - 500GB - 14" - DOS - Merah,Rp5.099.000,DKI Jakarta
1519715971-69,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/hp/?&from=onesearch_category_9112,,Hp Omen 15 Ce086Tx Black,Rp19.999.000,Sumatera Utara
1519715960-11,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/dell/?&from=onesearch_category_9112,,Alienware 17R3 7092SLV,Rp32.000.000,
1519715986-185,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,Asus ROG GL-552-X (KBL) DM409T GAMING I i7-7700HQ I 4 GB RAM I 1TB HDD I NVIDIA GEFORCE GTX 950M ( 4GB GDDR5 ) I Win 10 Home I 15.6 FHD USLIM,Rp13.300.000,Jawa Timur
1519716016-428,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/asus/?&from=onesearch_category_9110,,ASUS ZenBook 3 UX390UA-RH71-Core i7 7500U- 8GB-12.5" FHD-Windows 10- Gray,Rp17.600.000,DKI Jakarta
1519716004-313,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/acer/?&from=onesearch_category_9110,,"Acer Laptop E5 523G 96nn AMD A9 9410 2,9GHZ Ram 4GB Hardisk 500GB VGA AMD Radeon R5 Windows 10 Lcd 15,6 inc",Rp5.650.000,Jawa Timur
1519716007-354,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/lenovo/?&from=onesearch_category_9110,,LENOVO IdeaPad V310-14ISK -Intel Core i3 6100U - 4Gb Ram - 500Gb Hdd - Win10 - 14" - Black,Rp5.490.000,DKI Jakarta
1519715971-71,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/hp/?&from=onesearch_category_9112,,HP Pav Power 15-Cb509TX [16GB/128GB SSD + 1TB HDD/GTX1050 4GB Win10] Black,Rp16.799.000,Sumatera Utara
1519716007-335,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/lenovo/?&from=onesearch_category_9110,https://id-live-03.slatic.net/p/2/lenovo-ideapad-320-amd-a9-9420-ram-4gb-1tb-1439-dos-onyx-black-1517816347-39965573-23fa2ba481066825c1d800e817d2ff18-catalog_233.jpg,Lenovo Ideapad 320 - AMD A9-9420 - RAM 4GB - 1TB - 14' - DOS - Onyx Black,Rp4.189.000,DKI Jakarta
1519716011-411,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/hp/?&from=onesearch_category_9110,,HP 14-BW005AU - AMD A4-9120 - RAM 4GB - 500GB - 14' - DOS - Hitam,Rp3.499.000,Jawa Timur
1519716000-273,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/dell/?&from=onesearch_category_9110,,Dell Inspiron 14-3458 - Intel Core i3-5005 - 4GB RAM - VGA - Linux,Rp5.999.000,DKI Jakarta
1519715986-167,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,ASUS X550IK - AMD FX 9830P - 8GB RAM - 1TB HDD - RADEON RX 560 4GB - WIN 10 - 15.6 Inch FHD,Rp9.999.000,DKI Jakarta
1519715976-105,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,Lenovo IP320,Rp4.975.000,DKI Jakarta
1519715976-119,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,Lenovo Legion Y520-15IKBN-WEID C5-7300HQ-4GB DDR4-1TB-GTX 1050 4GB-DOS-2YR,Rp10.099.000,
1519715986-172,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,ASUS A456UR - i5 7200U - RAM 12GB DDR4 - 1TB - GT930MX 2GB - W10 - 14",Rp9.299.000,DKI Jakarta
1519715986-198,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,Asus Rog Strix gl553ve - i7 7700hq/ 16gb/ 256gb Ssd + 1tb/ gtx1050ti 4gb/ w10/ 15.6"Fhd,Rp20.299.000,
1519715971-80,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/hp/?&from=onesearch_category_9112,,OMEN by HP - 17-an002tx,Rp39.999.000,DKI Jakarta
1519716000-261,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/dell/?&from=onesearch_category_9110,,Dell Inspiron 3467 - Intel Core i3-6006U - 4GB DDR4 - 500GB HDD - DVD-RW - AMD Radeon 2GB - Ubuntu Linux - 14" - Hitam,Rp5.930.000,Jawa Timur
1519716000-253,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/dell/?&from=onesearch_category_9110,https://id-live-03.slatic.net/p/2/dell-inspiron-turis-14-3467-intel-core-i5-7200u-ram-4gb-1tb-1439-windows-10-black-1511674517-39338745-89479760965ac664169c7edbac9cccd7-catalog_233.jpg,Dell Inspiron Turis 14-3467 - Intel Core i5-7200U - RAM 4GB - 1TB - 14' - Windows 10 - Black,Rp6.689.000,DKI Jakarta
1519715986-190,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/asus/?&from=onesearch_category_9112,,Asus ROG G752VT-GC344T - 17.3"FHD - Intel Core i7-6700HQ - RAM 8GB - GTX980M-8GB - Win 10 - Abu-abu,Rp35.000.000,DKI Jakarta
1519716007-356,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/lenovo/?&from=onesearch_category_9110,,LENOVO IDEAPAD 320 - A12 9720P - 8GB - 2TB - R8 M535DX 4GB - W10 - 15.6"HD,Rp8.000.000,Jawa Barat
1519715976-116,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/lenovo/?&from=onesearch_category_9112,,LENOVO LEGION Y920 - i7 7700HQ - 32GB - 256GB - 2TB -  GTX1070 - W10 - 15.6"IPS FHD - RGB MECHANICAL KEYBOARD,Rp38.888.000,DKI Jakarta
1519716007-338,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/lenovo/?&from=onesearch_category_9110,,Lenovo Ideapad IP320 Laptop - [ Intel Core i5 - 7200U / 4 GB / 1 TB / 14 Inch / GeForce 920MX ],Rp7.049.000,Sumatera Utara
1519715971-51,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/hp/?&from=onesearch_category_9112,,HP OMEN 15-CE086TX - I7-7700HQ - 16GB - 256 SSD - 1TB - GTX1050Ti 4GB - W10 - 15.6" IPS FHD Matte LED Display,Rp18.777.000,Jawa Barat
1519715971-77,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop Gaming,https://www.lazada.co.id/beli-laptop-gaming/?up_id=4925017&from=onesearch_category_3378,,https://www.lazada.co.id/beli-laptop-gaming/hp/?&from=onesearch_category_9112,,HP Envy 15-6500U - RAM 8GB - Intel Core i7-6500U - GTX950-4GB - 15.6" FHD - Windows 10 - Silver,Rp26.000.000,DKI Jakarta
1519716000-256,https://www.lazada.co.id/beli-laptop/?spm=a2o4j.home.cate_1.7.b36b4cee167qZ5,Laptop,https://www.lazada.co.id/jual-laptop-umum/?up_id=19868970&from=onesearch_category_3378,,https://www.lazada.co.id/jual-laptop-umum/dell/?&from=onesearch_category_9110,https://id-live-01.slatic.net/p/2/dell-inpiron-3467-core-i3-6006-ram-4gb-hdd-1tb-lcd-1434-dos-1509442172-25103635-4fc43ca59fa68484f0f33229c294ca06-catalog_233.jpg,Dell Inpiron 3467 Core i3 6006 - Ram 4GB -HDD 1TB- LCD 14" - DOS,Rp5.548.000,Jawa Timur
